Time_hr,Sa_OD,Sna_OD
0.166666666666667,0,0
0.333333333333333,0.00780557995395718,-0.00817224662062384
0.5,0.00231358915803799,-0.00284692249137132
0.666666666666667,0.00063325154299745,-0.000333251542997444
0.833333333333333,-0.00114254800718211,0.00144254800718211
1,-0.000974782199177077,0.00144144886584375
1.16666666666667,-0.00154656837079014,0.00301323503745681
1.33333333333333,-0.00307012626993125,0.00553679293659792
1.5,-0.0011125178096644,0.00457918447633108
1.66666666666667,-0.000970236182583423,0.0054369028492501
1.83333333333333,-0.000912789157172657,0.00737945582383934
2,0.00192293833633615,0.00654372833033053
2.16666666666667,0.00267012633557959,0.00796320699775375
2.33333333333333,0.00394071372147058,0.00969261961186276
2.5,0.00828192008339756,0.00918474658326912
2.66666666666667,0.0100808737760982,0.0118857928905685
2.83333333333333,0.012442720765224,0.0150239459014427
3,0.0158232151878797,0.0184767848121203
3.16666666666667,0.0226087830012657,0.019857883665401
3.33333333333333,0.0284338775023307,0.0233661224976693
3.5,0.0331180819679759,0.0306819180320241
3.66666666666667,0.0421139469290323,0.035519386404301
3.83333333333333,0.0529887500632193,0.0414779166034474
4,0.0637854278766685,0.0496812387899982
4.16666666666667,0.0792275085115244,0.0557391581551423
4.33333333333333,0.0980042541597669,0.0582957458402331
4.5,0.117702942668554,0.0604303906647794
4.66666666666667,0.138082128426001,0.0585512049073328
4.83333333333333,0.155316729980346,0.0586499366863206
5,0.170560913516291,0.062739086483709
5.16666666666667,0.183158034052756,0.0673086326139107
5.33333333333333,0.195344612848997,0.0696220538176695
5.5,0.207507405598841,0.0697925944011585
5.66666666666667,0.216229966774584,0.0722366998920827
5.83333333333333,0.222972488254962,0.0781608450783712
6,0.228936734301195,0.0876965990321386
6.16666666666667,0.233524263896593,0.0984424027700741
6.33333333333333,0.23770759977265,0.109759066894017
6.5,0.240907229549982,0.119892770450019
6.66666666666667,0.245174633837122,0.129125366162878
6.83333333333333,0.248950861995058,0.137515804671608
7,0.252019855729415,0.146780144270585
7.16666666666667,0.254824686587886,0.154975313412114
7.33333333333333,0.258331463210553,0.16030187012278
7.5,0.26202678318291,0.164606550150423
7.66666666666667,0.265158798520929,0.166807868145737
7.83333333333333,0.268174196217774,0.170125803782226
8,0.271854385618803,0.171612281047864
8.16666666666667,0.27421670225756,0.173416631075773
8.33333333333333,0.277503746912347,0.17446291975432
8.5,0.280342129075846,0.173791204257487
8.66666666666667,0.283604296692693,0.174362369973973
8.83333333333333,0.286019815760963,0.176280184239037
9,0.288445570539788,0.176521096126878
9.16666666666667,0.291034230982955,0.177099102350378
9.33333333333333,0.293009879583266,0.176456787083401
9.5,0.294313311617794,0.176653355048873
9.66666666666667,0.296808129199799,0.173325204133534
9.83333333333333,0.298789725067177,0.171843608266157
10,0.300321402888027,0.17264526377864
10.1666666666667,0.301985722104386,0.171980944562281
10.3333333333333,0.303903335795319,0.17089666420468
10.5,0.305743841218971,0.169056158781029
10.6666666666667,0.307141522432271,0.168658477567729
10.8333333333333,0.308371262423846,0.168095404242821
11,0.310769533105555,0.166363800227778
11.1666666666667,0.312071417481059,0.165395249185608
11.3333333333333,0.312876624132239,0.165256709201094
11.5,0.314144731644399,0.163155268355601
11.6666666666667,0.315359392188375,0.161773941144958
11.8333333333333,0.316322740979059,0.161143925687608
12,0.317141288779083,0.160325377887583
12.1666666666667,0.318191666802226,0.158941666531107
12.3333333333333,0.32088312376235,0.156083542904317
12.5,0.322541174217949,0.154092159115384
12.6666666666667,0.324478810462378,0.152487856204289
12.8333333333333,0.326210364209535,0.150422969123798
13,0.328198110083172,0.148935223250162
13.1666666666667,0.33,0.146133333333333
13.3333333333333,0.33,0.147133333333333
13.5,0.33,0.1463
13.6666666666667,0.33,0.1468
13.8333333333333,0.33,0.146133333333333
14,0.33,0.145466666666667
14.1666666666667,0.33,0.146133333333333
14.3333333333333,0.33,0.146633333333333
14.5,0.33,0.147133333333333
14.6666666666667,0.33,0.1468
14.8333333333333,0.33,0.1458
15,0.33,0.145633333333333
15.1666666666667,0.33,0.1448
15.3333333333333,0.33,0.1448
15.5,0.33,0.1443
15.6666666666667,0.33,0.143133333333333
15.8333333333333,0.33,0.142633333333333
16,0.33,0.141133333333333
